nombre,precio,url,imagen,marca,Edad Recomendada,id,descripcion_y,gda,descripcion gda,gda 1,descripcion gda 1,gda 2,descripcion gda 2,descripcion_estandarizada
Escuela Portatil Playmobil 68 Piezas 4+,2231.25,https://jugueton.com.do/escuela-portatil-playmobil-68-piezas-4-4178518.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4178518-1.jpg,Playmobil,4+,4178518,(E)PLAYMOBIL ESCUELA PORTATIL 68 PZAS 4+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Con esta Escuela portatil de 68 piezas podras aprender desde cualquier lado, ya que con su forma de estuche la podras llevar contigo a donde quieras. Ideal para llevar de viaje y disfrutar de las diferentes aventuras que puedes imaginar con todos sus accesorios. Incluye: incluye una figura de un adulto, tres figuras de niños, pizarra, escritorios, libros, utensilios de escritura, regla, libros, bicicleta con portabicicletas y toneladas de otros accesorios. Incluye 68 piezas. Ancho aproximado: 20.28""."
Casa Del Arbol Playmobil 4+,3671.25,https://jugueton.com.do/casa-del-arbol-playmobil-4-4178517.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4178517-1.jpg,Playmobil,4+,4178517,(E) PLAYMOBIL CASA DEL ARBOL 4+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Disfruta de esta casa del arbol con la que podras sacar a relucir tu creatividad e imaginar todas las aventuras que quieras con los diferentes accesorios que esta te brinda. Incluye: 1 Casa en el árbol con puente colgante y cuevas2 figuras masculinas de aventura, 1 cabrestante,2 osos,3 zorros,1 águila,1 serpiente,2 gansos,1 ratón,2 peces,1 caña de pescar,18 equipo de acampada,1 cámara,1 binoculares,1 walkie-talkie. Incluye 38 piezas. Ancho aproximado: 23.62""."
Campamento En Familia Playmobil 4+,1496.25,https://jugueton.com.do/campamento-en-familia-playmobil-4-4178535.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4178535-1.jpg,Playmobil,4+,4178535,(E) PLAYMOBIL CAMPAMENTO EN FAMILIA 4+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Ahora podras irte de campamento con la madre, padre, hijo y el perro, y disfrutar de todas las actividades y aventuras que puedas imaginar. Incluye: 1 placa de suelo con muro y lona de tienda de campaña, 1 hoguera, 3 sacos de dormir para las 3 figuras, 1 caña con boya, 2 bastones para pinchar los peces. Incluye 70 piezas. Ancho aproximado: 15.15""."
Lego Super Mario Cat Peach Suit & Frozen,5921.25,https://jugueton.com.do/lego-super-mario-cat-peach-suit-frozen-4175813.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175813-1.jpg,Lego,7+,4175813,LEGO SUPER MARIO CAT PEACH SUIT & FROZEN,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Con este Set Cat Peach Suit y Frozen Tower de Super Mario puedes adentrarte en muchas aventuras llenas de diversion. Incluye un traje de gato para escalar la torre construida con ladrillos, y 3 figuras de juguete Kamek, Toad y un gato Goomba. Los jugadores obtienen recompensas liberando el bloque de monedas del 'hielo' y saltando sobre él, agarrando la fruta amarilla, derribando a Kamek de la torre y sacando a Toad del recinto de hielo. Incluye 494 piezas. Ancho aproximado: 12.5"". Colección: Lego Super Mario. Personaje: Super Mario."
Lego Duplo Doctor Visit 2+,1046.25,https://jugueton.com.do/lego-duplo-doctor-visit-2-4175686.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175686-1.jpg,Lego,2+,4175686,(E) LEGO DUPLO DOCTOR VISIT 2+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Conoce al médico en la clínica de salud. Los niños en edad preescolar pueden representar muchas actividades que podrían experimentar en una visita al médico. Incluye figuras de un médico, un padre y un niño, un osito de peluche, una tabla de altura de una jirafa, un lavabo, un sofá, una maleta que se abre y sillas. Incluye 34 piezas. Ancho aproximado: 7"". Colección: Lego DUPLO."
Lego Duplo Fruit & Vegetable Tractor 1 1/2+,1646.25,https://jugueton.com.do/lego-duplo-fruit-vegetable-tractor-1-1-2-4175593.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175593-1.jpg,Lego,18m+,4175593,LEGO DUPLO FRUIT & VEGETABLE TRACTOR 1½+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Con este set puedes introducir a tus niños a las frutas y vegetales que existe de la manera mas divertida, ya que estos se convierten en vagon que luego de unirlos se transforman en tren. Incluye accesorios adicionales. Incluye 19 piezas. Ancho aproximado: 13.94"". Colección: Lego DUPLO."
Lego Minecraft The Training Grounds 8+,6146.25,https://jugueton.com.do/lego-minecraft-the-training-grounds-8-4175731.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175731-1.jpg,Lego,8+,4175731,LEGO MINECRAFT THE TRAINING GROUNDS 8+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Disfruta de este set de construccion de entrenamiento el que cuenta con una gran cantidad de detalles como que arriba hay un dojo donde viven y entrenan los guerreros de Minecraft. Abajo hay una cueva de herrero con yunque, horno, soporte para armaduras y más para que los niños creen y reparen sus armas. Conectando los 2 niveles hay una trampilla, que se acciona empujando un bloque debajo del árbol. Este espectacular set lo tiene todo, incluso acción de batalla, gracias a un esqueleto merodeador. Incluye 534 piezas. Ancho aproximado: 9.5"". Colección: Lego Minecraft. Personaje: Minecraft."
Lego Minecraft The Ice Castle 8+,3971.25,https://jugueton.com.do/lego-minecraft-the-ice-castle-8-4175730.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175730-1.jpg,Lego,8+,4175730,LEGO MINECRAFT THE ICE CASTLE 8+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Con este set de construccion del iconico juego minecraft puedes adentrarte en todas las aventuras llenas de diversion al igual que el videojuego. Los personajes incluyen al Guerrero Real, un yeti y un grupo hostil de esqueletos y zombis con armas, tambien cuenta con un lanzador en las almenas del castillo que dispara flechas al enemigo que avanza, un caldero para mezclar pociones, un cofre del tesoro repleto de valiosos suministros y una mesa de elaboración clásica del juego Minecraft. Incluye 499 piezas. Ancho aproximado: 9"". Colección: Lego Minecraft. Personaje: Minecraft."
Lego Ideas BTS Dynamite 18+,6746.25,https://jugueton.com.do/lego-ideas-bts-dynamite-18-4175822.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175822-1.jpg,Lego,18+,4175822,LEGO IDEAS BTS DYNAMITE 18+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Disfruta de este set lego junto a tus artistas favoritos de BTS como: RM, Jin, SUGA, j-hope, Jimin, V y Jung Kook con el set de video musical Ideas BTS Dynamite. Tambien podras recrear las escenas coloridas del video Dynamite con la discoteca, la tienda de discos, la tienda de donas, el camión de helados y más. Incluye 99 piezas. Ancho aproximado: 15"". Colección: Lego Ideas."
Lego Super Mario Big Bad Island Expansion,3596.25,https://jugueton.com.do/lego-super-mario-big-bad-island-expansion-4175808.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175808-1.jpg,Lego,7+,4175808,LEGO SUPER MARIO BIG BAD ISLAND EXPANSIO,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Disfruta de este set de expansion Big Bad island con grandes enemigos del iconico videojuego Super Mario. Incluye 3 figuras Super Mario: Iggy, un Big Koopa Troopa y un Big Goomba. Cada uno tiene un soporte de exhibición construido con ladrillos, que los jóvenes pueden conectar para jugar interactivo con sus figuras. Las características divertidas incluyen un bloque que ofrece varias recompensas, un lanzador para hacer volar al Gran Goomba y un desafío de balancín para derribar a Iggy. Incluye 354 piezas. Ancho aproximado: 13.5"". Colección: Lego Super Mario. Personaje: Super Mario."
Lego Super Mario Ice Suit & Frozen World,2096.25,https://jugueton.com.do/lego-super-mario-ice-suit-frozen-world-4175803.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175803-1.jpg,Lego,6+,4175803,LEGO SUPER MARIO ICE SUIT & FROZEN WORLD,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Ahora tus niños pueden construir un nivel de hielo Super Mario™ con este set de expansión Ice Mario Suit y Frozen World y en el que tendras muchas aventuras y diversion llenas de frio. Cuenta con un traje de Ice Mario para que lo use Mario y figuras de un Cooligan y un Goomba. La placa de hielo azul para construir activa sonidos de patinaje del Mario cuando ""patina"" sobre ella. También hay un lanzador para Cooligan que sale volando, cuando el bloque de hielo se rompe, se revela el Goomba. Incluye 105 piezas. Ancho aproximado: 8"". Colección: Lego Super Mario. Personaje: Super Mario."
Lego Disney Anna's Castle Courtyard 5+,825.0,https://jugueton.com.do/lego-disney-anna-s-castle-courtyard-5-4175710.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175710-1.jpg,Lego,5+,4175710,LEGO DISNEY ANNA'S CASTLE COURTYARD 5+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Te esperan infinitas posibilidades de juego en este set LEGO® ǀ Disney Patio del Castillo de Anna.Diseñado para niños a partir de 5 años, cuenta con un arco en el patio con una fuente, un minimuñeco y figuras de salamandras. El vestido especial en forma de diamante, que se conecta con el fondo de la fuente para guardar la minimuñeca, añade diversión extra. Incluye 74 piezas. Ancho aproximado: 5.5"". Colección: Lego Frozen. Personaje: Frozen."
Lego Architecture Paris 12+,4271.25,https://jugueton.com.do/lego-architecture-paris-12-4174789.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4174789-2.jpg,Lego,12+,4174789,LEGO ARCHITECTURE PARIS 12+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Ahora puedes disfrutar de este set de construccion situado en la ciudad de Paris, Francia. En el que podras construir lugares iconicos de la ciudad como el Arco de Triunfo, los Campos Elíseos, la Torre Montparnasse, el Gran Palacio, la Torre Eiffel y el Louvre, y está terminado con áreas de césped y árboles y una placa decorativa con el nombre de París. Incluye 8 piezas. Colección: Lego Architecture."
Bloque Build Me Up Spaceship 13 Piezas 18M+,221.25,https://jugueton.com.do/bloque-build-me-up-spaceship-13-piezas-18m-4177501.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177501-1.jpg,Build Me Up Maxi,18m+,4177501,(E) BUILD BLOQUE SPACESHIP 13PZAS 18M+,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Disfruta de estos bloques de construccion con un diseño de Nave Espacial, del que podras disfrutar de diferentes aventuras llenas de diversion. Incluye 13 piezas para la construccion de la nave espacial. Incluye 13 piezas. Ancho aproximado: 3.93""."
Hui Xing Set Beads Trenza 2 En 1 3+,495.0,https://jugueton.com.do/hui-xing-set-beads-trenza-2-en-1-3-4176957.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176957-1.jpg,Melissa & Doug,3+,4176957,HUI XING SET BEADS TRENZA 2 EN 1 3+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Crea tu propio estilo de peinado con este divertido set para dar color a tu cabello. Recomendado para niñas mayores de 3 años.
Hui Xing Set Beads Antifaz 2 En 1 3+,350.0,https://jugueton.com.do/hui-xing-set-beads-antifaz-2-en-1-3-4176935.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176935-1.jpg,Crayola,3+,4176935,HUI XING SET BEADS ANTIFAZ 2 EN 1 3+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Crea tu propio diseño de antifaz y corona con este divertido set. Recomendado para niñas mayores de 3 años.
Falomir Mis Tatuajes y Stickers 6+,245.0,https://jugueton.com.do/falomir-mis-tatuajes-y-stickers-6-4145756.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4145756-1.jpg,Falomir Juegos,6+,4145756,(E) FALOMIR MIS TATUAJES Y STICKERS 6+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Set de tatuajes y stickers diseñado para niños y niñas a partir de los 4 años queles gusta decorar y personalizar sus cosas. Incluye 300 piezas.
Pizarra Crayola De Arte Triple Fun 3+,4575.0,https://jugueton.com.do/pizarra-crayola-de-arte-triple-fun-3-4177610.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177610-1.jpg,Crayola,3+,4177610,CRAYOLA PIZARRA DE ARTE TRIPLE FUN 3+,J9010205,HABITACION,J90102,HOGAR,J,JUGUETES,"Explora la creatividad de los niños en cualquier lugar, ya que cuenta con un diseño plegable, ligero, las patas de la pizarra son ajustables, y lo puedes usar tanto horizontal como vertical. Incluye: 77 letras y números magnéticos, tiza de 4 quilates, 1 borrador de EVA. Incluye 77 piezas. Ancho aproximado: 19.8""."
Grown Pizarra Magnetica Crayola 3+,2995.0,https://jugueton.com.do/grown-pizarra-magnetica-crayola-3-4177609.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177609-1.jpg,Crayola,3+,4177609,CRAYOLA PIZARRA MAGNETICA DE CUENTOS 3+,J9010205,HABITACION,J90102,HOGAR,J,JUGUETES,"Disfruta de este set magnetico de cuentos, el cual cuenta con un tablero doblecara con el que podras usar tu creatividad para crear una historia llena de diversion y entretenimiento. Incluye: 1 caballete de 2 caras, 36 letras magneticas, 3 engranales magneticos, 20 piezas magneticas, 1 crayon que se borra en seco, 4 tizas de colores, y 1 borrador de pizarra. Incluye 65 piezas."
Crayola Pizarra De Mesa Water Fun 4EN1 3+,1895.0,https://jugueton.com.do/crayola-pizarra-de-mesa-water-fun-4en1-3-4177608.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177608-1.jpg,Crayola,3+,4177608,CRAYOLA PIZARRA D/MESA WATER FUN 4EN1 3+,J9010205,HABITACION,J90102,HOGAR,J,JUGUETES,"Disfruta de esta pizarra 4 en 1, el que cuenta con una pizarra de borrado en seco de 3 lados con la que puedes escribir o dibujar lo que quieras y cuando quieras, ya que cuenta con un diseño portatil y ligero. Incluye un compartimento para materiales de arte, y superficie de garabato de agua. Incluye 4 piezas. Ancho aproximado: 12.3""."
Pizarra Crayola Waterscribble Easel 3+,1695.0,https://jugueton.com.do/pizarra-crayola-waterscribble-easel-3-4177607.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177607-1.jpg,Crayola,3+,4177607,CRAYOLA PIZARRA WATERSCRIBBLE EASEL 3+,J9010205,HABITACION,J90102,HOGAR,J,JUGUETES,"Disfruta de esta pizarra de 2 lados con la que puedes escribir o dibujar lo que quieras y cuando quieras, ya que cuenta con un diseño portatil y ligero. Incluye: 1 crayón de borrado en seco, y 1 bolígrafo de agua. Incluye 3 piezas. Ancho aproximado: 10.9""."
Pizarra Crayola Rainbow Easel To Go 3+,1495.0,https://jugueton.com.do/pizarra-crayola-rainbow-easel-to-go-3-4177606.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177606-1.jpg,Crayola,3+,4177606,CRAYOLA PIZARRA RAINBOWN EASEL TO GO 3+,J9010205,HABITACION,J90102,HOGAR,J,JUGUETES,"Disfruta de esta pizarra de 2 lados con la que puedes escribir o dibujar lo que quieras y cuando quieras, ya que cuenta con un diseño portatil y ligero. Incluye un borrador. Incluye 2 piezas. Ancho aproximado: 10.9""."
Juego De Mesa Devir La Torre Encantada 5+,895.0,https://jugueton.com.do/juego-de-mesa-devir-la-torre-encantada-5-4176752.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176752-1.jpg,Melissa & Doug,5+,4176752,(E) DEVIR JUEGO LA TORRE ENCANTADA 5+,J9010601,DE MESA,J90106,JUEGOS DE SALON,J,JUGUETES,"Con este juego de mesa podras rescatar a la princesa del hechicero malvado. En este juego uno de los jugadores toma el papel del hechicero y esconde una llave bajo uno de los 16 espacios del tablero. Los demás jugadores colectivamente juegan a Robin, que trata de encontrar la llave antes de que vuelva el hechicero. Para complicar más las cosas, hay cinco cerraduras en las que insertar la llave y solo una de ellas liberará a la princesa, así que no será nada fácil conseguir adelantarse al hechicero. Incluye 26 piezas. Cantidad de jugadores: 4."
Juego de Mesa Devir Ubongo 8+,3895.0,https://jugueton.com.do/juego-de-mesa-devir-ubongo-8-4176746.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176746-1.jpg,UNO,8+,4176746,DEVIR JUEGO DE MESA UBONGO 8+,J9010601,DE MESA,J90106,JUEGOS DE SALON,J,JUGUETES,"Con este juego de mesa Ubongo quedaras enganchado, ya que todos los jugadores intentaran encajar las piezas en su plantilla simultáneamente. Lleno de diversion y competitivadad. Incluye 48 piezas. Ancho aproximado: 2.95"". Cantidad de jugadores: 4."
Falomir Tatuajes Magicos Rosa 6+,245.0,https://jugueton.com.do/falomir-tatuajes-magicos-rosa-6-4145758.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4145758-1.jpg,Falomir Juegos,6+,4145758,(E) FALOMIR TATUAJES MAGICOS ROSA 6+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Ahora puedes disfrutar de crear diseños magicos para tatuajes faciles de poner y quitar. Incluye 116 piezas.
Bloques Build Me Up Dino Villa Con Figuras,356.25,https://jugueton.com.do/bloques-build-me-up-dino-villa-con-figuras-4168852.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4168852-1.jpg,Build Me Up Maxi,18m+,4168852,BUILD ME UP BLOQUES DINO VILLA C/FIG.,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Disfruta de esta Villa Dino con figuras, con la que podras tener miles de aventuras diferentes llenas de diversion y entretenimiento. Incluye 25 piezas diferentes ideales para las manos pequeñas de los niños. Incluye 25 piezas. Ancho aproximado: 3.93""."
Bloques Build Me Up Air & Sea con 2 Vehiculos,543.75,https://jugueton.com.do/bloques-build-me-up-air-sea-con-2-vehiculos-4164906.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4164906-1.jpg,Build Me Up Maxi,18m+,4164906,BUILD ME UP BLOQUES AIR & SEA C/2 VEH.,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Con los bloques de construcción Air & Sea y sus 2 vehículos puedes disfrutar de muchas aventuras diferentes llenas de diversión. Incluye 34 piezas. Ancho aproximado: 12.99""."
Build Me Up Balde Bloques Jumbo 40 Piezas,693.75,https://jugueton.com.do/build-me-up-balde-bloques-jumbo-40-piezas-4162622.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4162622-1.jpg,Build Me Up Maxi,,4162622,BUILD ME UP BALDE BLOQUES JUMBO 40PZAS,J9010401,BLOQUES,J90104,JUEGOS PARA ARMAR,J,JUGUETES,"Bloques Build Me Up Balde Jumbo de 40 piezas, con los que podrás disfrutar y adentrarte a aventuras de diversion al construir lo que quieras. Incluye 40 piezas. Ancho aproximado: 7.67""."
Spin Rubiks Cubo Phantom 8+,1750.0,https://jugueton.com.do/spin-rubiks-cubo-phantom-8-4175625.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175625-1.jpg,Rubiks,8+,4175625,RUBIKS CUBO PHANTOM 8+,J9010601,DE MESA,J90106,JUEGOS DE SALON,J,JUGUETES,Disfruta del clasico Cubo Rubiks 3x3 pero con un diseño diferente.
Educational Insights Playfoam Classic,495.0,https://jugueton.com.do/educational-insights-playfoam-classic-4114096.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4114096-1.jpg,Educational Insights,3+,4114096,EDINS PLAYFOAM CLASSIC 4/1 3+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Espuma moldeable ideal para juego sensorial. Incluye 4 unidades de diferentes colores. Playfoam® no se seca y gracias a su fórmula antiadherente es perfecta para llevar a cualquier lugar. Ayuda a fomentar el juego creativo. Incluye 4 piezas.
Educational Insights Playfoam Sparkle 4/1,495.0,https://jugueton.com.do/educational-insights-playfoam-sparkle-4-1-4114097.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4114097-1.jpg,Educational Insights,3+,4114097,EDINS PLAYFOAM SPARKLE 4/1 3+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Espuma moldeable brillante ideal para juego sensorial. Incluye 4 unidades de diferentes colores. Playfoam® no se seca y gracias a su fórmula antiadherente es perfecta para llevar a cualquier lugar. Ayuda a fomentar el juego creativo. Incluye 4 piezas.
Creativity For Kids Friendsflip Bracelets,1150.0,https://jugueton.com.do/creativity-for-kids-friendsflip-bracelets-4176531.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176531-1.jpg,Creativity for kids,7+,4176531,CREATIVITY FRIENDSFLIP BRACELETS 7+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,"Ahora puedes hacer tus propias pulseras de diferentes amuletos, colores, cordones y mucho mas.Este kit completo de arte y manualidades para niñas y preadolescentes incluye: una herramienta para pulseras, cordón de colores, dijes, cuentas, 2 medallones, broches, 10 tarjetas de amabilidad, 5 notas para medallones, calcomanías y enhebradores de cuentas Incluye 20 piezas."
Crayola Marcadores Lavables Max 10/1,350.0,https://jugueton.com.do/crayola-marcadores-lavables-max-10-1-6276796.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/6/2/6276796-1.png,Crayola,3+,6276796,CRAYOLA MARCADORES LAVABLES MAX 10/1,LHE0403,"Colores, Marcadores",LHE04,Utiles Escolares,LHE0,Escolares,"Llévate a casa este juego esencial para el regreso a la escuela de 10 marcadores Crayola Lavables. Estos marcadores lavables cuentan con tintas vibrantes que se lavan fácilmente de la piel, las paredes y la mayoría de las prendas lavables. Cada barra cuenta con tinta Color Max para un color audaz y duradero que no traspasa la página. A los niños les encantará usar estos marcadores de línea ancha para colorear en áreas grandes. Las puntas cónicas también son ideales para dibujar líneas finas o afilarse de gruesas a finas. Combínalo con papel de construcción Crayola para un gran regalo para niños. Seguro y no tóxico, de 3 años en adelante. Incluye 10 piezas."
Eastc Globo Terraqueo 3D 8+,895.0,https://jugueton.com.do/eastc-globo-terraqueo-3d-8-4177857.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4177857-1.jpg,Eastcolight,8+,4177857,EASTC GLOBO TERRAQUEO 3D 8+,J9011603,INVESTIGACION,J90116,APRENDIZAJE,J,JUGUETES,"AR Globe es un modelo profesional con modelo AR 3D para mejorar el interés de aprendizaje de los niños, renovamos la forma tradicional de aprender en una forma interactiva, divertida y atractiva. Ancho aproximado: 4.37""."
Creativity For Kids Arte Adhesivo Pared Estrella,775.0,https://jugueton.com.do/creativity-for-kids-arte-adhesivo-pared-estrella-4176613.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176613-1.jpg,Creativity for kids,3+,4176613,CREATIVITY ARTE ADHESIVO PARED ESTRELLA,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,"Decora la estrella brillante con cualquiera de los diferentes accesorios como: Póster autoadhesivo , 4 tiras para colgar, pompones surtidos, formas de espuma, formas de espuma con purpurina, hilo de felpilla, diamantes de imitación, formas de papel ondulado, formas de fieltro, hierba de papel y botones. Ancho aproximado: 5""."
Creativity For Kids Arte Adhesivo De Pared Globo,775.0,https://jugueton.com.do/creativity-for-kids-arte-adhesivo-de-pared-globo-4176617.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176617-1_01.jpg,Creativity for kids,3+,4176617,CREATIVITY ARTE ADHESIVO DE PARED GLOBO,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,"Ahora puedes empezar a dar a relucir tu creatividad con este Arte Adhesivo con diseño de Globo y sus muchos componentes. Incluye: póster autoadhesivo, tiras colgantes, un surtido de pompones, formas de espuma, papel con purpurina, hilo de chenilla, diamantes de imitación, formas de papel ondulado, ojos y botones ondulados. Ancho aproximado: 5""."
Creativity For Kids Big Gem Diamond Painting Light,1725.0,https://jugueton.com.do/creativity-for-kids-big-gem-diamond-painting-light-4176612.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176612-1.png,Creativity for kids,6+,4176612,CREATIV BIG GEM DIAMOND PAINTING LIGHT6+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,"Crea tu propia luz nocturna brillante con el cielo nocturno con Creativity for Kids Big Gem Diamond Painting Light! ¡Este kit de manualidades para niños viene con todo lo que necesitas para hacer una luz nocturna con planetas, estrellas y constelaciones! Incluye 10 piezas. Ancho aproximado: 9,75""."
Creativity For Kids Construye/Cultiva Tierra Magica,1895.0,https://jugueton.com.do/creativity-for-kids-construye-cultiva-tierra-magica-4176611.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4176611-1.png,Creativity for kids,6+,4176611,CREATIV CONSTRUYE/CULTIVA TIERRA MAGICA,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,"Construye o Cultiva con esta nueva tierra mágica de Creativity. Incluye 14 piezas. Ancho aproximado: 10.5""."
PDOH Set Little Chef Starter 3+,1275.0,https://jugueton.com.do/pdoh-set-little-chef-starter-3-4175296.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175296-1.jpg,Play-Doh,3+,4175296,PDOH SET LITTLE CHEF STARTER 3+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,Ahora puedes disfrutar con los niños a jugar ser cocinero con estas plastilinas Play Doh. Incluye: 14 accesorios de cocina de juguete y 5 colores Play-Doh Incluye 13 piezas.
PDOH 1eras. Creaciones Con La Rana 3+,775.0,https://jugueton.com.do/pdoh-1eras-creaciones-con-la-rana-3-4175262.html,https://jugueton.com.do/media/catalog/product/cache/afcac67a0d77755283578b677f040f2b/4/1/4175262-1.jpg,Play-Doh,3+,4175262,PDOH 1ERAS. CREACIONES CON LA RANA 3+,J9011604,MANUALIDADES,J90116,APRENDIZAJE,J,JUGUETES,"Con este set de plastilinas puedes jugar junto a tus niños a realizar diferentes insectos para crear una graciosa lengua a la rana. Incluye: diferentes colores de plastilina. Incluye 10 piezas. Ancho aproximado: 7""."
