descripcion_original,descripcion_generada,id,nombre
"Comienza la fiesta con 48 increíbles proyectos de Scratch Art para hacer con amigos o para regalarIncluye 12 pegatinas jumbo (estrellas, corazones y flores), 12 llaveros, 12 marcadores con cintas, 12 marcos magnéticos con imanes rectangulares emergentes adicionales, 12 herramientas de madera con lápizRaspe la capa negra para revelar un arcoíris de patrones coloridos debajo","Despierta la creatividad y sorprende a tus pequeños artistas con el Set de Arte Scratch de Melissa & Doug, perfecto para niños desde los 4 años. Este fascinante kit incluye 48 proyectos mágicos que revelarán un arcoíris de colores ocultos bajo una capa negra. Con 12 pegatinas jumbo, llaveros, marcadores con cintas y marcos magnéticos, más 12 herramientas de madera, tus hijos descubrirán un mundo de posibilidades artísticas. Ideal para fiestas, regalos o tardes de diversión en familia, este set estimulará la imaginación y dejará recuerdos inolvidables en cada trazo colorido.",4174722,Melissa & Doug Set de Arte Scratch
Disfruta de tu cuaderno Scratch Art en el cual podras pintar y crear un sin número de cosas. Incluye 2 piezas.,"Descubre el mágico mundo del Scratch Art con el encantador Set de Arte Scratch Amistad de Melissa & Doug. Este fascinante kit de 2 piezas invita a los pequeños artistas, a partir de 4 años, a liberar su creatividad de una manera única y emocionante. Al raspar suavemente la superficie negra, revelarán vibrantes colores ocultos, dando vida a sus creaciones. Perfecto para estimular la imaginación, desarrollar habilidades motoras finas y fomentar la expresión artística, este set promete horas de diversión creativa. ¡Regala a tus niños la alegría de crear arte sorprendente con sus propias manos!",4174721,Melissa & Doug Set de Arte Scratch Amistad
"Disfruta de este set de manualidades de unicornio que incluye una figurita para decorar y colorear, tarjetas de papel decorativas , pegamento especial y una herramienta para pegar. Incluye 7 piezas. Ancho aproximado: 9.05"".","Desata la magia y creatividad de los más pequeños con el encantador Kit de Manualidades Unicornio de Melissa & Doug, perfecto para niños a partir de 6 años. Este set de 7 piezas transportará a los artistas en ciernes a un mundo de fantasía, donde podrán dar vida a su propio unicornio mágico. Con una adorable figurita para decorar, tarjetas de papel decorativas y un pegamento especial de 9.05"" de ancho, los niños disfrutarán horas de diversión creativa. La herramienta para pegar incluida facilita el proceso, permitiendo que la imaginación vuele tan alto como los cuernos de estos míticos seres. ¡Regala diversión y aprendizaje con este fascinante kit!",4174645,Melissa & Doug Kit De Manualidades Unicornio
Crea el escenario perfecto para que el policía motorizado entrene para combatir a los malos. Incluye 35 piezas. Colección: Lego City.,"Sumérgete en el emocionante mundo de LEGO City con el set ""Police Bicycle Training"", diseñado para pequeños héroes desde los 5 años. Con 35 piezas llenas de posibilidades, este conjunto permite a los niños crear escenarios de entrenamiento policial, donde un valiente agente motorizado se prepara para mantener la ciudad segura. Ideal para estimular la imaginación y el juego de roles, este set de la colección LEGO City no solo entretiene, sino que también fomenta habilidades de construcción y planificación. ¡Prepárate para vivir emocionantes aventuras mientras ayudas a nuestro oficial a combatir el crimen sobre dos ruedas!",4174702,Lego City Police Bicycle Training
Crea un divertido ambiente para tu amiga y su mascota con este parque para perros y scooter con el que ambos la pasaran genial jugando. Incluye 24 piezas. Colección: Lego City.,"Sumérgete en la vida urbana con el set ""Lego City Dog Park and Scooter"", una encantadora escena que captura la alegría de un día en el parque. Con 24 piezas, este conjunto te invita a construir un acogedor rincón verde donde tu minifigura y su fiel amigo peludo pueden disfrutar de momentos de diversión y relajación. Imagina los paseos en scooter, los juegos de pelota y las risas compartidas en este oasis citadino. Perfecto para estimular la creatividad y el juego imaginativo, este set de la colección Lego City promete horas de entretenimiento para los pequeños constructores urbanos.",4174628,Lego City Dog Park and Scooter
"Con múltiples habitaciones, áreas al aire libre, 3 minipersonajes y muchos accesorios, este conjunto está diseñado para juegos creativos. Incluye 185 piezas. Ancho aproximado: 11.1"". Colección: Lego Friends.","Sumérgete en el encantador mundo de Lego Friends con ""La Casa de Paisley"", un set que despierta la imaginación de los más pequeños. Con sus 185 piezas, los niños desde los 4 años podrán construir y explorar múltiples habitaciones y áreas al aire libre, creando infinitas aventuras. Este hogar en miniatura de 11.1"" de ancho cobra vida con tres adorables minipersonajes y una variedad de accesorios que enriquecen el juego. Perfecto para estimular la creatividad y las habilidades sociales, esta joya de la colección Lego Friends promete horas de diversión y aprendizaje en un ambiente acogedor y lleno de posibilidades.",4174634,Lego Friends La Casa De Paisley
"Con un automóvil, una autocaravana, una hoguera, 2 minipersonajes y muchos accesorios, este set está diseñado para el juego creativo. Incluye 87 piezas. Ancho aproximado: 8.07"". Colección: Lego Friends.","Sumérgete en una emocionante aventura al aire libre con el set Lego Friends Campamento de Vacaciones, perfecto para pequeños exploradores desde los 4 años. Con 87 piezas, este encantador conjunto te invita a crear historias llenas de diversión y amistad. Arma el automóvil y la autocaravana para emprender el viaje, y luego disfruta de una noche mágica alrededor de la hoguera con los dos adorables minipersonajes incluidos. Los numerosos accesorios, distribuidos en sus 8.07"" de ancho, despiertan la imaginación y transforman cada juego en una experiencia única. ¡Prepárate para vivir inolvidables momentos de camping con Lego Friends!",4174635,Lego Friends Campamento De Vacaciones
"Inspira a los niños a desarrollar sus pasiones mientras exploran el nuevo mundo de LEGO® Friends con su diverso elenco de personajes. Incluye 346 piezas. Ancho aproximado: 13.94"". Colección: Lego Friends.","Adéntrate en el encantador mundo de LEGO® Friends con el set Heartlake Downtown Dinner, una experiencia culinaria en miniatura que despertará la imaginación de los pequeños chefs. Con 346 coloridas piezas, este restaurante de juguete de casi 14 pulgadas de ancho invita a niños desde los 6 años a explorar las delicias del centro de la ciudad. Construye, juega y crea historias con los nuevos y diversos personajes mientras descubren el arte de cocinar y servir. ¡Un festín de diversión y creatividad que alimentará horas de juego emocionante en el corazón de Heartlake City!",4174646,Lego Friends Heartlake Downtown Dinner
"A los niños y las niñas que adoran cuidar de los animales les encantará este set. Viene con 2 minipersonajes y una figura de un perro. Incluye 300 piezas. Ancho aproximado: 13.94"". Colección: Lego Friends.","Embárcate en una emocionante aventura de rescate canino con el set Lego Friends Furgoneta de Rescate Canino. Este encantador conjunto de 300 piezas transportará a niños y niñas de 6 años en adelante a un mundo de diversión y cuidado animal. Con sus casi 14 pulgadas de ancho, la furgoneta cobra vida junto a dos adorables minipersonajes y un simpático perrito, listos para salvar el día. Parte de la querida colección Lego Friends, este set despertará la imaginación y fomentará el amor por los animales, mientras los pequeños constructores disfrutan creando historias llenas de ternura y heroísmo en cada ladrillo.",4174651,Lego Friends Furgoneta de Rescate Canino
"Un juego creativo para niños que aman las aventuras en los parques de patinaje. Viene con 3 minimuñecas, además de rampas, rieles y un edificio de parque. Incluye 431 piezas. Ancho aproximado: 18.9"". Colección: Lego Friends.","Sumérgete en la emoción del skate con el Parque de Patinaje de Lego Friends, un set que despierta la creatividad y la adrenalina en niños desde los 6 años. Con 431 piezas, este juego permite construir un emocionante escenario urbano lleno de rampas, rieles y un edificio central que se extiende por casi 19 pulgadas. Las tres minimuñecas incluidas están listas para deslizarse por este mini mundo de aventuras, invitando a los pequeños a imaginar increíbles trucos y competencias amistosas. ¡Prepárate para horas de diversión y desafíos mientras tus hijos exploran el fascinante universo del skateboarding en compañía de sus amigas de Lego Friends!",4174653,Lego Friends Parque De Patinaje
"El juego de rol de hornear y hacer videos se une en este juego de construcción de juguetes LEGO® Friends Leo's Room. Incluye 203 piezas. Ancho aproximado: 8.07"". Colección: Lego Friends.","Sumérgete en el fascinante mundo de Leo con el set LEGO® Friends Leo's Room, una experiencia creativa que combina la diversión de hornear con la emoción de hacer videos. Con 203 piezas, este juego de construcción invita a niños desde los 6 años a dar vida a un espacio lleno de imaginación y posibilidades. Diseña y arma la habitación de Leo, de unos 20 cm de ancho, donde podrás recrear escenas de repostería y grabación, estimulando la creatividad y el juego de roles. Parte de la querida colección LEGO Friends, este set promete horas de entretenimiento y aprendizaje mientras los pequeños exploran nuevas formas de expresión y diversión.",4174654,Lego Friends Leo's Room
"Ofrezca a los entusiastas de los deportes de motor un desafío gratificante mientras construyen y exploran todas las funciones incluidas en este modelo. Incluye 905 piezas. Ancho aproximado: 5"". Colección: Lego Technic.","Sumergite en la emoción de la alta velocidad con el Lego Technic Bugatti Bolide, un desafío fascinante para amantes de los deportes de motor desde los 9 años. Con sus 905 piezas, este modelo de 5"" de ancho te invita a explorar el mundo de la ingeniería automovilística mientras das vida a una réplica del icónico superdeportivo. Cada bloque te acerca más a la experiencia de poseer un Bugatti, permitiéndote descubrir sus increíbles funciones y detalles. Dejá volar tu imaginación y sentí la adrenalina de construir esta joya de la colección Lego Technic, perfecta para exhibir con orgullo una vez completada.",4174659,Lego Technic Bugatti Bolide
Los niños obtienen una ventaja inicial con piezas modulares de LEGO® fáciles de construir y un Starter Brick premoldeado para construir. Incluye 172 piezas. Colección: Lego City.,"Sumérgete en el emocionante mundo de la ley y el orden con el set Lego City Police Station Chase, diseñado especialmente para pequeños héroes desde los 4 años. Con 172 piezas modulares fáciles de ensamblar y un ingenioso Starter Brick premoldeado, los niños podrán construir su propia comisaría y vivir increíbles aventuras policiales en un abrir y cerrar de ojos. Este set de la colección Lego City no solo estimula la imaginación, sino que también desarrolla habilidades motoras finas mientras los pequeños persiguen a los malos y protegen su ciudad de juguete. ¡Prepárate para desatar la diversión y la acción en cada ladrillo!",4174662,Lego City Police Station Chase
Los juegos LEGO® City ayudan a los niños a aprender sobre el mundo real a través del juego imaginativo que representa la vida de una manera divertida y emocionante. Incluye 144 piezas. Colección: Lego City.,"Sumérgete en la acción con el emocionante Lego City Fire Rescue Boat, un juguete que despierta la imaginación de los pequeños héroes desde los 5 años. Con 144 piezas, este set de la colección Lego City permite a los niños construir su propio bote de rescate y vivir aventuras acuáticas llenas de valentía. Mientras juegan, aprenden sobre el fascinante mundo de los bomberos y desarrollan habilidades creativas. Este barco de Lego no solo ofrece horas de diversión, sino que también inspira sueños de servicio y coraje, transportando a los pequeños a un mundo donde ellos son los protagonistas de emocionantes misiones de rescate.",4174664,Lego City Fire Rescue Boat
Los niños pueden disfrutar de una construcción inmersiva antes de emprender aventuras imaginativas a bordo del moderno camión de bomberos. Incluye 502 piezas. Colección: Lego City.,"Sumérgete en la emocionante acción de los bomberos con el Camión de Bomberos Lego City, un set que despertará la imaginación de los pequeños héroes desde los 7 años. Con sus 502 piezas, este moderno vehículo de la colección Lego City promete horas de diversión constructiva y aventuras llenas de adrenalina. Los niños no solo disfrutarán armando cada detalle del imponente camión, sino que también podrán crear historias fascinantes de rescate y valentía, desarrollando su creatividad mientras juegan a ser valientes bomberos al mando de su propio camión de emergencias.",4174665,Lego City Camión De Bomberos
Los niños empiezan a construir a partir de un ladrillo para principiantes premoldeado y con la ayuda de piezas LEGO® modulares. Incluye 153 piezas. Colección: Lego City.,"Descubre la emocionante aventura de ser un héroe con el set Lego City Fire Station And Fire Truck, ideal para pequeños valientes desde los 4 años. Con 153 piezas, incluyendo un ladrillo para principiantes premoldeado, este juego de la colección Lego City despierta la imaginación y desarrolla habilidades motoras. Construye la estación de bomberos y el camión, creando escenarios de rescate llenos de acción. Las piezas modulares facilitan el armado, permitiendo a los niños sumergirse rápidamente en un mundo de coraje y trabajo en equipo. ¡Prepárate para horas de diversión y aprendizaje salvando la ciudad de Lego!",4174666,Lego City Fire Station And Fire Truck
Los niños pueden disfrutar de una construcción divertida antes de embarcarse en aventuras imaginativas en el 'ultra-cool' Penguin Slushy Van. Incluye 194 piezas. Colección: Lego City.,"Sumérgete en un refrescante mundo de diversión con el Lego City Camioneta Slushy Pingüino, una aventura helada de 194 piezas que encantará a niños desde los 5 años. Este set de la colección Lego City invita a los pequeños constructores a crear su propio carrito de bebidas frías con un adorable tema pingüino. Una vez armada, la camioneta ""ultra-cool"" se convierte en el escenario perfecto para que la imaginación despegue, permitiendo a los niños inventar historias, servir granizados a clientes imaginarios y explorar un mini mundo lleno de posibilidades refrescantes. ¡Una deliciosa mezcla de construcción y juego creativo que hará las delicias de los pequeños aventureros!",4174668,Lego City Camioneta Slushy Pingüino
"Cuidar el medioambiente es divertido con este set de camión de reciclaje, que incluye un centro de reciclaje, 3 minifiguras y una figura de un gato. Incluye 261 piezas. Colección: Lego City.","Descubre la emocionante aventura del reciclaje con el Camión de Reciclaje de Lego City, un set que combina diversión y conciencia ambiental para niños a partir de 5 años. Con 261 piezas, incluyendo un centro de reciclaje, tres minifiguras y hasta un adorable gatito, este juguete despierta la imaginación mientras enseña la importancia de cuidar nuestro planeta. Los pequeños constructores se sumergirán en un mundo de posibilidades, creando historias y aprendiendo sobre sostenibilidad mientras juegan. ¡Regala diversión y valores con este fascinante set que hará que reciclar sea la misión más emocionante de Lego City!",4174670,Lego City Camión De Reciclaje
"Los niños pueden salir de vacaciones de campamento todos los días con un juego que incluye un genial todoterreno 4x4, 2 bicicletas y equipo de campamento. Incluye 252 piezas. Colección: Lego City.","Embárcate en emocionantes aventuras al aire libre con el set Lego City Aventuras Todo Terreno 4x4, perfecto para niños a partir de 6 años. Con sus 252 piezas, este fascinante conjunto te permite construir un robusto vehículo 4x4, dos bicicletas y todo el equipo de campamento necesario para vivir experiencias inolvidables. Imagina recorrer caminos inexplorados, acampar bajo las estrellas y disfrutar de la naturaleza en familia. Este versátil set de la colección Lego City estimula la creatividad y el juego imaginativo, transformando cualquier día en unas vacaciones llenas de diversión y descubrimientos. ¡Prepárate para vivir emocionantes aventuras todo terreno!",4174671,Lego City Aventuras Todo Terreno 4x4
"Los niños pueden llevar la acción de los eSports a la ciudad con este genial camión de juguete, repleto de equipos y funciones para un juego imaginativo. Incluye 344 piezas. Colección: Lego City.","Sumérgete en el emocionante mundo de los eSports con el Camión Gaming de Lego City, un set que llevará la adrenalina digital a las calles de tu ciudad de juguete. Con sus 344 piezas, este fascinante vehículo está equipado con todo lo necesario para organizar torneos épicos sobre ruedas. Diseñado para niños a partir de 7 años, este camión no solo estimula la creatividad, sino que también introduce a los pequeños en el apasionante universo del gaming competitivo. Prepárate para desatar tu imaginación, construir estrategias y vivir aventuras únicas en este increíble punto de encuentro móvil para los gamers del futuro.",4174672,Lego City Camión Gaming
"Los niños pueden disfrutar de una divertida experiencia de construcción con este juego antes de crear historias con un fantástico vehículo. Incluye 94 piezas. Ancho aproximado: 7.52"". Colección: Lego NINJAGO.","Sumérgete en el emocionante mundo de LEGO Ninjago con el Coche de Carreras EVO de Kai, un set que despierta la imaginación de los pequeños ninjas a partir de 6 años. Con sus 94 piezas, este increíble vehículo de 7.52"" de ancho promete horas de diversión constructiva y aventuras trepidantes. Los niños no solo disfrutarán armando su propio coche de carreras, sino que también podrán crear historias llenas de acción con el valiente Kai al volante. Este set de la colección LEGO NINJAGO es la combinación perfecta de creatividad, juego y emoción, ideal para jóvenes constructores que sueñan con velocidad y hazañas ninja.",4174676,Lego Ninjago Kai's Ninja Coche De Carreras EVO
"Después de una divertida experiencia de construcción, los niños mayores de 7 años pueden sumergirse directamente en la acción creando historias en NINJAGO® City. Incluye 312 piezas. Colección: Lego NINJAGO.","Sumérgete en el emocionante mundo de NINJAGO® City con el set Lego Ninjago Kai's Mech Rider EVO, una aventura de construcción que despertará la imaginación de niños mayores de 7 años. Con sus 312 piezas, este fascinante juguete de la colección Lego NINJAGO no solo ofrece horas de diversión al armarlo, sino que también abre las puertas a un universo de historias épicas por crear. Observa cómo cobran vida las hazañas del valiente Kai mientras los pequeños ninjas dan rienda suelta a su creatividad, combinando el placer de construir con la emoción de inventar sus propias misiones llenas de acción y heroísmo en la legendaria ciudad.",4174679,Lego Ninjago Kai’s Mech Rider EVO
"El bombardero TIE está repleto de características geniales, y un carro para transportar torpedos al caza estelar se suma a las opciones de juego. Incluye 625 piezas. Ancho aproximado: 7 7/8''. Colección: Lego Star Wars. Personaje: Star Wars.","Adéntrate en el emocionante universo de Star Wars con el impresionante Lego TIE Bomber™, un set que desafiará tu imaginación y habilidad constructiva. Con sus 625 piezas, este icónico caza estelar de casi 20 cm de ancho cobra vida, repleto de asombrosos detalles que encantarán a fans de todas las edades. Diseñado para constructores a partir de 9 años, incluye un ingenioso carro de torpedos que amplía las posibilidades de juego, permitiéndote recrear épicas batallas galácticas. Sumérgete en la saga y da rienda suelta a tu creatividad con esta joya de la colección Lego Star Wars.",4174684,Lego Star Wars TIE Bomber™
"Lleve la acción de los Vengadores: Infinity War de Marvel Studios a los fanáticos de los superhéroes con este mega traje de Hulkbuster altamente articulado. Incluye 385 piezas. Ancho aproximado: 10.31"". Colección: Lego Marvel.","Sumérgete en la épica batalla de Wakanda con el impresionante set LEGO Marvel Hulkbuster: The Battle of Wakanda. Este asombroso modelo de 385 piezas recrea fielmente el icónico traje de Iron Man, con una altura imponente de más de 26 cm de ancho. Perfecto para fanáticos de los Vengadores y coleccionistas por igual, este Hulkbuster altamente articulado te transportará directamente a la acción de Infinity War. Deja volar tu imaginación mientras recreas tus escenas favoritas o inventas nuevas aventuras. ¡Prepárate para defender Wakanda y el universo Marvel con este espectacular set que combina la magia de LEGO con el poder de los superhéroes!",4174695,Lego Marvel The Hulkbuster: The Battle of Wakanda
"Una gama de personajes exclusivos de LEGO® Minifigures, cada uno en una bolsa misteriosa, para coleccionar, exhibir o inspirar emocionantes juegos de rol. Incluye 8 piezas. Ancho aproximado: 5.9"". Colección: Lego Minifigures.","Descubre la emoción de lo desconocido con las Minifiguras LEGO Serie 24, perfectas para niños desde 5 años. Cada bolsa misteriosa esconde un personaje exclusivo de 8 piezas, listo para desatar la imaginación y crear historias fascinantes. Con un tamaño aproximado de 5.9"" de ancho, estas figuras coleccionables son ideales para exhibir o protagonizar aventuras únicas. Sorpréndete con la variedad de personajes y deja que la magia LEGO inspire juegos de rol llenos de creatividad. ¡Colecciónalas todas y dale vida a un mundo de posibilidades en miniatura!",4174696,Lego Minifigures Serie 24 5+
Dé rienda suelta a interminables horas de juego imaginativo con este juego de bicicletas LEGO® City Stuntz para realizar saltos y trucos reales. Incluye 10 piezas. Colección: Lego City.,"Sumérgete en la emocionante aventura del Lego City Oso Con Moto Acrobática, un set que despertará la imaginación de los pequeños a partir de 5 años. Con solo 10 piezas, este intrépido oso sobre ruedas está listo para realizar increíbles saltos y trucos que dejarán a todos boquiabiertos. Parte de la vibrante colección Lego City, este juguete promete horas interminables de diversión creativa, permitiendo a los niños inventar sus propias historias llenas de acrobacias y emoción. ¡Prepárate para vivir la adrenalina de las piruetas más alocadas en el corazón de la ciudad de bloques!",4174697,Lego City Oso Con Moto Acrobatica
"Descubre la historia del icónico Green Hill Zone de Sonic, uno de los niveles de videojuegos más memorables jamás creados. Incluye 1125 piezas. Ancho aproximado: 14"". Colección: Lego Ideas. Personaje: Sonic.","Sumérgete en la nostalgia y la aventura con el set LEGO Ideas Sonic the Hedgehog™ – Green Hill Zone, una recreación espectacular del icónico nivel que cautivó a millones. Con 1125 piezas, este set de 14"" de ancho te invita a construir y explorar el legendario escenario verde esmeralda, repleto de detalles que harán las delicias de fans y coleccionistas por igual. Revive la emoción de controlar al veloz erizo azul mientras sortea obstáculos y recolecta anillos en este homenaje tridimensional a uno de los videojuegos más queridos de todos los tiempos. ¡Desata tu creatividad y dale vida a Green Hill Zone en tu hogar!",4174699,Lego IdeasSonic the Hedgehog™ – Green Hill Zone
"Los niños que aman el juego imaginativo tienen mucho que descubrir en este juego, que viene con accesorios con temas artísticos para horas de diversión. Incluye 204 piezas. Ancho aproximado: 8.07"". Colección: Lego Friends.","Sumérgete en el colorido mundo de la creatividad con el set Lego Friends Liann's Room, un espacio lleno de inspiración para pequeños artistas desde los 6 años. Con sus 204 piezas, este juego de la querida colección Lego Friends invita a construir y personalizar el rincón perfecto para Liann, repleto de accesorios artísticos que despiertan la imaginación. En un compacto escenario de poco más de 20 cm de ancho, los niños podrán dar rienda suelta a sus historias, combinando el placer de armar con la emoción de crear, garantizando horas de diversión y aprendizaje en un entorno que celebra la amistad y la expresión personal.",4174649,Lego Friends Liann's Room
Arma tu propio tren de cumpleaños y transporta tus regalos a donde quieras. Incluye 58 piezas. Colección: Lego Creator 3 en 1.,"Celebrá la magia de los cumpleaños con el encantador Lego Creator Birthday Train, un set que despierta la imaginación de los pequeños constructores desde los 6 años. Con sus 58 coloridas piezas, este juguete de la colección 3 en 1 invita a crear un festivo tren que transportará la alegría y los regalos a donde la fantasía lo lleve. Armá, desarmá y reinventá este divertido convoy, transformándolo en nuevas creaciones que harán volar la creatividad. Cada pieza es una oportunidad para contar historias, desarrollar habilidades y hacer de cada cumpleaños una aventura inolvidable. ¡Todos a bordo del tren de la diversión Lego!",4174596,Lego Creator Birthday Train
"Diviertete armando esta ballena en cualquiera de sus 3 presentaciones. Incluye 9 piezas. Ancho aproximado: 7.68"". Colección: Lego DUPLO.","Sumérgete en un océano de diversión con el set Lego Duplo Mi Primera Ballena 3 en 1, una aventura acuática que estimulará la creatividad de los más pequeños. Con sus 9 versátiles piezas y un ancho aproximado de 7.68"", este juguete de la colección Lego DUPLO permite crear tres fascinantes versiones de una adorable ballena. Observa cómo la imaginación de tu pequeño bucea en un mar de posibilidades mientras construye y reconstruye este amigable cetáceo. Perfecto para manitas curiosas, este set no solo entretiene, sino que también desarrolla habilidades motoras y fomenta el pensamiento creativo. ¡Prepárate para un chapuzón de alegría y aprendizaje con esta encantadora ballena!",4174601,Lego Duplo Mi Primera Ballena 3 En 1
"¡Que la Fuerza acompañe a los fans de Star Wars: El Ataque de los Clones mientras construyen este modelo LEGO® de un icónico caza estelar! Incluye 282 piezas. Ancho aproximado: 10.31"". Colección: Lego Star Wars. Personaje: Star Wars.","Embárcate en una emocionante aventura galáctica con el set LEGO Star Wars Obi-Wan Kenobi Caza Estelar Jedi, inspirado en la película ""El Ataque de los Clones"". Con sus 282 piezas, este icónico modelo desafiará la creatividad de constructores a partir de 7 años, transportándolos al universo de Star Wars. Mide aproximadamente 10.31"" de ancho y captura a la perfección los detalles de la nave del legendario Maestro Jedi. Ideal para fans de todas las edades, este set promete horas de diversión, permitiéndote recrear épicas batallas espaciales o exhibir con orgullo tu propia flota intergaláctica. ¡Que la Fuerza te acompañe en esta fascinante experiencia de construcción!",4174607,Lego Star Wars Obi-Wan Kenobi Caza Estelar Jedi
"Los niños deben construir un refugio, extraer minerales valiosos, explorar una cueva, explotar rocas, luchar contra oponentes y hacerse amigos de una cabra agresiva. Incluye 304 piezas. Colección: Lego Minecraft. Personaje: Minecraft.","Sumérgete en la emocionante aventura de Minecraft con el set LEGO ""The Frozen Peaks"", una experiencia helada que desafía a los constructores de 8 años en adelante. Con 304 piezas, los niños podrán dar rienda suelta a su creatividad mientras construyen refugios, excavan en busca de valiosos minerales y exploran misteriosas cuevas en las gélidas cumbres. Enfrenta oponentes, domina el arte de explotar rocas y forja una amistad única con una cabra temperamental. Este set de la colección LEGO Minecraft promete horas de diversión, estrategia y construcción, transportando a los pequeños aventureros al fascinante mundo pixelado que tanto aman.",4174625,Lego Minecraft The Frozen Peaks
"Dales a los jugadores una emblemática espada de diamante Minecraft® a escala masiva con esta divertida base rebosante de acción. Incluye 427 piezas. Ancho aproximado: 11.1"". Colección: Lego Minecraft. Personaje: Minecraft.","Sumérgete en el universo pixelado de Minecraft con el fascinante set LEGO ""The Sword Outpost"". Este impresionante conjunto de 427 piezas, ideal para aventureros de 8 años en adelante, te permite construir una imponente base coronada por una emblemática espada de diamante a escala masiva. Con un ancho de 11.1 pulgadas, esta creación captura la esencia del juego, fusionando la magia de LEGO con el encanto de Minecraft. Prepárate para desatar tu imaginación, defender tu fortaleza y vivir emocionantes aventuras en un mundo donde los límites los pone tu creatividad. ¡Un regalo perfecto para los fanáticos de Minecraft de todas las edades!",4174626,Lego Minecraft The Sword Outpost
"Haz que las historias de Star Wars: El Libro de Boba Fett cobren vida con el modelo LEGO® Caza Estelar N-1 de The Mandalorian.Este set de construcción de 412 piezas rebosa divertidas funciones que harán volar la imaginación de los jóvenes fans de Star Wars™. Incluye 412 piezas. Ancho aproximado: 11.5"". Colección: Lego Star Wars. Personaje: Star Wars.","Sumérgete en el emocionante universo de Star Wars con el Caza Estelar N-1 de The Mandalorian, un set LEGO que hará las delicias de fans jóvenes y adultos por igual. Con 412 piezas, este modelo de 11.5"" de ancho te permite recrear las apasionantes aventuras de ""El Libro de Boba Fett"" en tu propio hogar. Cada bloque es una invitación a la creatividad, permitiéndote construir y personalizar esta icónica nave espacial. Déjate llevar por la imaginación mientras exploras el vasto universo Star Wars, creando tus propias misiones estelares con este magnífico caza, parte imprescindible de la colección LEGO Star Wars.",4174605,Lego Star Wars The Mandalorian Caza Estelar N-1
Camión de crayones de cera.,"Descubre el encanto del Camión de Crayones de Melissa & Doug, un juguete que fusiona diversión y creatividad para niños a partir de 3 años. Este adorable vehículo no solo transporta colores, sino que también llevará a tus pequeños artistas a un mundo de imaginación sin límites. Con su diseño único en forma de camión, este set de crayones de cera se convierte en una herramienta perfecta para estimular la expresión artística mientras juegan. Ideal para viajes o tardes de dibujo en casa, este juguete educativo combina el encanto clásico de Melissa & Doug con la emoción de crear, prometiendo horas de entretenimiento colorido y desarrollo de habilidades motoras finas.",4174585,Melissa & Doug Camión de Crayones
"UNO™ Flex Card Game se basa en el UNO® Card Game que los jugadores conocen y aman, pero con una actitud flexible. Las cartas especiales permiten a los jugadores cambiar el color de una carta para hacer una combinación: un 4 rojo puede convertirse en un 4 verde en una sola flexión. Power Cards y Flex Action Cards añaden aún más curvas al juego. Perfecto para familias, fiestas y noches de juegos, es un excelente regalo para los fanáticos de UNO® y los amantes de los juegos de cartas de 7 años en adelante. Incluye 112 piezas. Ancho aproximado: 3.63"". Cantidad de jugadores: 2+.","Descubrí la emocionante evolución del clásico UNO con Mattel UNO Flex, el juego de cartas que desafía tu ingenio y flexibilidad. Con 112 piezas y diseñado para 2 o más jugadores desde los 7 años, UNO Flex introduce cartas especiales que te permiten cambiar colores con un simple gesto, agregando un giro estratégico a cada partida. Las Power Cards y Flex Action Cards elevan la diversión a un nuevo nivel, convirtiendo cada ronda en una experiencia llena de sorpresas. Perfecto para noches familiares, reuniones con amigos o como regalo para los amantes de los juegos de mesa, UNO Flex promete horas de entretenimiento y risas en un compacto mazo de 3.63"" de ancho.",4174285,Mattel Uno Flex 7+
Clipboard de mariposa con lápices de color.,"Descubre la magia de la creatividad con el Clipboard Mariposa de Hot Focus, un encantador set que hará volar la imaginación de los pequeños artistas mayores de 5 años. Este adorable tablero con diseño de mariposa no solo es funcional para dibujar y escribir, sino que viene acompañado de vibrantes lápices de colores que darán vida a cada trazo. Perfecto para llevar a todas partes, este clipboard estimula la expresión artística mientras mantiene organizados los materiales de dibujo. Regala a los niños la posibilidad de crear mundos llenos de color y fantasía con este accesorio único que combina diversión y practicidad en un solo producto.",4174109,Hot Focus Clipboard Mariposa
Estuche para lápices multifuncional con calculadora.,"Descubre la magia de la organización con el encantador Estuche Multi-Funcional Mariposa de Hot Focus, el compañero perfecto para niñas creativas a partir de 8 años. Este adorable accesorio no es solo un simple estuche para lápices; es un mundo de posibilidades en forma de mariposa. Con su diseño colorido y funcional, mantiene los útiles escolares ordenados mientras estimula la imaginación. La sorpresa adicional es su calculadora integrada, que hace que las matemáticas sean más divertidas. Ya sea en el colegio o en casa, este estuche multifuncional inspira a las pequeñas a volar alto en sus estudios y expresión artística.",4174110,Hot Focus Estuche Multi-Funcional Mariposa
